Artist,Album,Song,Year,Lyrics
The National,The National,American Mary,0,"<div class=""lyrics"">
<!--sse-->
<p>Give my jewels to the army<br/>
My silverware and jeans<br/>
Give my love to your family<br/>
Tell them anything<br/>
<br/>
Give yourself to anyone<br/>
Give yourself away<br/>
Don't be a nightingale<br/>
For anyone's space to fill<br/>
<br/>
If I could, I'd be your star again<br/>
Fall across your falling sky<br/>
<br/>
It takes a lot of little rain<br/>
To make you feel like nothing<br/>
Anything, anything you care to do<br/>
Do to me for everything I did for you<br/>
<br/>
Nothing<br/>
<br/>
I didn't try to take your love away<br/>
I just never knew I had it<br/>
<br/>
<i>[Chorus]</i><br/>
There is nothing you can say<br/>
To ever make me want you<br/>
American...<br/>
There is nothing you can say<br/>
To ever make me leave you<br/>
American...<br/>
<br/>
American Mary<br/>
<br/>
If you kiss me, kiss me with your silver eyes<br/>
Don't look at me like someone you don't recognize<br/>
I didn't try to do this<br/>
<br/>
Your arms around my shoulder blades<br/>
Are useless<br/>
<br/>
<i>[Chorus]</i><br/>
<br/>
American Mary<br/>
American Mary</p>
<!--/sse-->
</div>"
The National,The National,Son,0,"<div class=""lyrics"">
<!--sse-->
<p>And if you follow me, son<br/>
The wind'll wrap around you<br/>
Carry you from the ground<br/>
You will never be alone<br/>
<br/>
Your weight will turn to sunlight<br/>
That's falling on a girl<br/>
You're still inside the world<br/>
<br/>
She's reading books from empty women<br/>
They're giving beauty tips from empty hips<br/>
<br/>
<i>[Chorus]</i><br/>
And how is the water of the rain<br/>
And how is the air of the wind<br/>
And how are the arms of your mother<br/>
She's holding you in<br/>
<br/>
Watch them as they try to fly their kites inside their bedrooms<br/>
That were only built for drinking<br/>
Your thoughts, they never lasted long when you were under the sky<br/>
Above it you can hold a thought forever<br/>
<br/>
<i>[Chorus]</i> x2<br/>
She's holding you in<br/>
She's holding you in<br/>
<br/>
Hey, hey, hey, hey...</p>
<!--/sse-->
</div>"
The National,The National,Pay For Me,0,"<div class=""lyrics"">
<!--sse-->
<p>I thought I'd come and see you<br/>
And your long and lazy scene<br/>
<br/>
Given stage direction, finger on a magazine<br/>
I'll call you what I knew you<br/>
I can't get used to your new name<br/>
<br/>
Send a body double over with your keys<br/>
She'll see you in an hour<br/>
Everybody quiet please<br/>
Essex House is down the road<br/>
The actors want to be alone<br/>
<br/>
Your room is still and soft<br/>
As a jeweller's<br/>
Incidental music coming down the hall<br/>
Remember when I never had to wait for you at all<br/>
I wish my hands were yours<br/>
As I lay your keys on a magazine<br/>
<br/>
Take me to LaGuardia<br/>
My baby's gonna pay for me<br/>
<br/>
Bottle from the duty-free<br/>
I'll drink it all across the sea<br/>
Lay me down business class<br/>
Headphones and a sleeping mask<br/>
<br/>
She's gonna pay for me<br/>
She's gonna pay for me<br/>
<br/>
Brother, I wish you were home<br/>
Just tell me you're not alone<br/>
Call me back, I'm on a plane<br/>
I think I'm somewhere over Spain<br/>
I'm in the dark without the stars<br/>
I've never seen a black so dark<br/>
Thought I'd be above the rain<br/>
Somewhere on a higher plane<br/>
<br/>
Oh brother, I wish you were home<br/>
My brother, I wish you were home<br/>
<br/>
Baby, you're asleep by now<br/>
You never stayed awake for me<br/>
You never waited up for me<br/>
No, you never waited up for me<br/>
Now there is nothing I can do<br/>
I lost you but I beat the sound<br/>
Couldn't if I wanted to<br/>
The Concorde doesn't turn around<br/>
<br/>
Oh brother, I wish you were home<br/>
My baby is in a room alone<br/>
My brother, I wish you were home</p>
<!--/sse-->
</div>"
The National,The National,Bitters And Absolut,0,"<div class=""lyrics"">
<!--sse-->
<p>Sweetie, you don't look so good<br/>
Your bottom lip is bleeding<br/>
I cut it on your collarbone<br/>
Go on, go back to sleep<br/>
<br/>
Sugar, who were you thinking of?<br/>
You woke me with your breathing<br/>
Honey, how am I supposed to tell?<br/>
<br/>
If I were a spy in the world inside your head<br/>
Would I be your wife in a better life you led?<br/>
<br/>
Thought I saw you on the stairs<br/>
Of this american century<br/>
I went up through all years<br/>
You were years ahead of me<br/>
Remember when you dipped your hand?<br/>
I never saw it coming<br/>
You took the wind out of me<br/>
<br/>
If I were a spy in the world inside your head<br/>
Would I be your wife in a better life you led?<br/>
<br/>
I'd do better than you do<br/>
I'd do better than you ever will<br/>
When I am on bitters and absolut<br/>
<br/>
If I were a spy in the world inside your head<br/>
Would I be your wife in a better life you led?<br/>
<br/>
I'd do better than you do<br/>
I'd do better than you ever will<br/>
When I am on bitters and absolut<br/>
When I am on bitters and absolut</p>
<!--/sse-->
</div>"
The National,The National,Johns Star,0,"<div class=""lyrics"">
<!--sse-->
<p>I wanted to show you John's star<br/>
And lay down with you in strawberry fields<br/>
You said you're gonna lay down here<br/>
You're gonna lay down alone<br/>
I thought I told you I was ruined by the stones<br/>
<br/>
I don't ever want you to come home again<br/>
I don't wanna hear your call, your voice in my room<br/>
I am divine and my arms are stronger than rivers<br/>
And when you feel that way, you want to feel that way again<br/>
Forever<br/>
<br/>
Once ruined, baby, you stay ruined<br/>
Yeah, once ruined, baby, you stay ruined<br/>
<br/>
Anything is beautiful and I blame you<br/>
I woke up in your sheets of rain<br/>
And everything you touch around here<br/>
You leave a stain<br/>
<br/>
Once ruined, baby, you stay ruined<br/>
Yeah, once ruined, baby, you stay ruined</p>
<!--/sse-->
</div>"
The National,The National,Watching You Well,0,"<div class=""lyrics"">
<!--sse-->
<p>You stand now holdin' yourself<br/>
A little moon is coming in the room<br/>
You stand there still<br/>
Like you were in the arms of everyone you ever wanted<br/>
<br/>
I was watching you well<br/>
<br/>
I won't stop you, I won't speak<br/>
The water on your cheek is the only that's moving<br/>
I'm ashamed that I'm ashamed of you<br/>
Standing in my room, lest more water overtake you<br/>
<br/>
And I was watching you, watching you well<br/>
<br/>
Why won't you leave me quicker?<br/>
Why won't you leave me?<br/>
<br/>
I'm ashamed that I'm ashamed of you<br/>
Standing in my room, lest more water overtake you<br/>
<br/>
I won't stop you<br/>
And I won't speak<br/>
<br/>
Why won't you leave me quicker?<br/>
Why won't you leave me?</p>
<!--/sse-->
</div>"
The National,The National,Theory Of The Crows,0,"<div class=""lyrics"">
<!--sse-->
<p>Where crybabies cry in the United States<br/>
Bright white on both sides like a play<br/>
Nobody listens, nobody should<br/>
That'd be a waste of attention<br/>
Not enough money to buy a PC<br/>
So I'll come in this weekend, asleep on my feet<br/>
And if I forget you, I'll have nobody left to forget<br/>
I guess that's what assholes get<br/>
<br/>
Traded my daylight<br/>
For a career<br/>
<br/>
But I need you to disprove<br/>
My theory of the crows<br/>
<br/>
Pouring my fingers across the keys<br/>
Will someone review my salary, please<br/>
I'm selling my time to the man who sells style<br/>
That time should be mine to waste on you<br/>
I'll suck off investors, I'll suck off VCs<br/>
I'm losing my posture from time on my knees<br/>
They treat me so well cause I'll do anything<br/>
It's in the nature of service<br/>
<br/>
But I'll need you to disprove<br/>
My theory of the crows<br/>
<br/>
Kids of the wealthy are raised by the poor<br/>
You send daughters to Los Angeles and New York<br/>
I need mine to see me when I wake up<br/>
I need mine to know that I'm what they come to<br/>
That I'm what they come to<br/>
That I'm what they come to<br/>
That I'm what they come to<br/>
When they come home</p>
<!--/sse-->
</div>"
The National,The National,Anna Freud,0,"<div class=""lyrics"">
<!--sse-->
<p>Everyone is watching<br/>
But nobody is watching for you<br/>
I don't wanna turn it on<br/>
It only makes me sad for you<br/>
I know you can play piano<br/>
That was just a talent show<br/>
I've never known you like I know you<br/>
I never wanted you to go<br/>
<br/>
You're on the rocks in a two-piece suit<br/>
In a dead location on the dying scene<br/>
You gave Lawrence a big salute<br/>
Texas brought them to their knees<br/>
Indiana pushes you on the stairs<br/>
Your independent declaration sounded too much like a prayer<br/>
<br/>
But I'll wake up and wait there for you<br/>
I'll wait there for you<br/>
<br/>
Anna Freud<br/>
No confidence in Anna<br/>
In Anna Freud<br/>
<br/>
Remember what they said to you<br/>
Everyone will know us now<br/>
We love you babe, you make us proud<br/>
Don't come home without the crown<br/>
Don't come back to Lawrence town<br/>
We always knew you'd let us down<br/>
Don't come back without the crown<br/>
<br/>
Anna Freud<br/>
No confidence in Anna<br/>
In Anna Freud<br/>
<br/>
Anna Freud<br/>
No confidence in Anna<br/>
In Anna Freud<br/>
<br/>
But I'll wake up and wait there for you<br/>
I'll wait there for you</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Youve Done It Again Virginia,0,"<div class=""lyrics"">
<!--sse-->
<p>You had fun, but you couldn't get him out of the car<br/>
I guess mamma's boys only go so far<br/>
You went in and put a record on<br/>
To make it sound like someone was home<br/>
And thanked yourself for pouring yourself a drink<br/>
<br/>
Try to figure out and laugh yourself to the showers<br/>
Burn yourself alive and join the monster squad<br/>
They say in this place you can reinvent yourself<br/>
<br/>
Well you've done it again, Virginia<br/>
Made another masterpiece while I was dreaming<br/>
How does it feel to feel like you?<br/>
Brilliant sugar, brilliant sugar, brilliant sugar, turn over<br/>
<br/>
A cool, tall, drink of water<br/>
Is all you ever wanted to be<br/>
And if you had another wish to wish<br/>
You'd be fun and moving<br/>
<br/>
But you can't talk to people, right?<br/>
You can't tell a story<br/>
You're tall, long legged<br/>
And your heart's full of liquor<br/>
And me and everybody are just ice in a glass<br/>
<br/>
Try to figure out and laugh yourself to the showers<br/>
Burn yourself alive and join the monster squad<br/>
They say in this place you can reinvent yourself<br/>
<br/>
Well you've done it again, Virginia<br/>
Made another masterpiece while I was dreaming<br/>
How does it feel to feel like you?<br/>
Brilliant sugar, brilliant sugar, brilliant sugar, turn over</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Santa Clara,0,"<div class=""lyrics"">
<!--sse-->
<p>I don't worry anymore<br/>
Nothing like I did before<br/>
I don't worry<br/>
I just watch them rolling back<br/>
I don't worry anymore<br/>
Cause it's all right, all right to see a ghost<br/>
And I wanna see 'em go down in the river where they go<br/>
And I wanna see 'em rolling, rolling back<br/>
And I wanna see 'em go<br/>
Cause it's all right, all right to see your ghost<br/>
<br/>
I'm gonna run to the river<br/>
Kiss my hand and wait<br/>
Gonna run to the river<br/>
Gonna throw a blue bouquet<br/>
Cause they're gonna be cool happy genius heroes<br/>
I'm gonna miss 'em so much<br/>
<br/>
I will settle in and dream<br/>
Of a slow and funny scene<br/>
I will settle in and watch 'em rolling back<br/>
I will settle in and dream<br/>
Cause it's all right, all right to see a ghost<br/>
And I wanna see 'em go down in the river where they go<br/>
And I wanna see 'em rolling, rolling back<br/>
<br/>
I'm gonna run to the river<br/>
Kiss my hand and wave<br/>
Gonna run to the river<br/>
Gonna throw a blue bouquet<br/>
Cause they're gonna be cool happy genius heroes<br/>
I'm gonna miss them so much<br/>
<br/>
I'm gonna run to the river<br/>
Kiss my hand and wave<br/>
Gonna run to the river<br/>
Gonna send 'em on their way<br/>
Cause they're gonna be cool happy genius heroes<br/>
I'm gonna miss them so much<br/>
<br/>
Yeah, they're gonna be cool happy genius heroes<br/>
I'm gonna miss 'em so much</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Blank Slate,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
I was home entertaining guests<br/>
When I fell off the chair and cracked open my head<br/>
Bees flew out and they flew up their skirts<br/>
Cause they wanted to travel the world<br/>
I was home entertaining guests<br/>
When I fell off the chair and cracked open my head<br/>
Bees flew out and they flew up their skirts<br/>
Cause they wanted to travel the world<br/>
<br/>
[Chorus 1]<br/>
But I keep it upstairs<br/>
Keep it upstairs for the grand finale<br/>
I keep it upstairs<br/>
Gonna be a blank slate<br/>
Gonna wear a white cape<br/>
But I keep it upstairs<br/>
Gonna jump out of a cake<br/>
With my heart on a string<br/>
Keep it upstairs<br/>
Keep it upstairs<br/>
Keep it upstairs<br/>
<br/>
[Verse 2]<br/>
I go out looking in parked cars<br/>
For somebody famous to kidnap and love<br/>
Beat off the army with a tennis racket<br/>
I go out looking in parked cars<br/>
For somebody famous to kidnap and love<br/>
Beat off the army with a tennis racket<br/>
That's my whole plan<br/>
<br/>
[Chorus 2]<br/>
But I keep it upstairs<br/>
Keep it upstairs for the grand finale<br/>
I keep it upstairs<br/>
Gonna be a blank slate<br/>
Gonna wear a white cape<br/>
But I keep it upstairs<br/>
Gonna tackle young girls<br/>
Off their beautiful bikes<br/>
But I keep it upstairs<br/>
Keep it upstairs<br/>
Keep it upstairs<br/>
<br/>
[Bridge]<br/>
Oh no, I thought I'd be by now<br/>
My head is a buzzing three-star hotel<br/>
Oh no, oh no, no, no, no, no, no<br/>
<br/>
[Chorus 1]<br/>
But I keep it upstairs<br/>
Keep it upstairs for the grand finale<br/>
I keep it upstairs<br/>
Gonna be a blank slate<br/>
Gonna wear a white cape<br/>
But I keep it upstairs<br/>
Gonna jump out of a cake<br/>
With my heart on a string<br/>
Keep it upstairs<br/>
Keep it upstairs<br/>
Keep it upstairs<br/>
<br/>
[Outro]<br/>
Oh no, I thought I'd be by now<br/>
My head is a buzzing three-star hotel<br/>
Oh no, oh no, no, no, no, no, no, no, no<br/>
No way that I thought I'd be by now<br/>
My head is a buzzing three-star hotel<br/>
Oh no, oh no, no, no, no, no, no, no, no</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Tall Saint Demo,0,"<div class=""lyrics"">
<!--sse-->
<p>Keep your legs from shaking, fill your eyes with new tears<br/>
Don't ask questions, you don't know your name<br/>
Something for everyone, try to win prizes<br/>
Stay young and quiet<br/>
<br/>
[Chorus]<br/>
Tall Saint, I'm devoted with a glass of champagne to you<br/>
Bubbles to the chandelier<br/>
I'm in your hands tonight, Tall Saint<br/>
Stay behind me<br/>
<br/>
Don't tell everybody at the table about your dreams<br/>
They're too amazing, it'll melt their minds<br/>
Take 'em to Hollywood, cut out the good parts<br/>
Become millionaires<br/>
<br/>
[Chorus]<br/>
Tall Saint, I'm devoted with a glass of champagne to you<br/>
Bubbles to the chandelier<br/>
I've been looking for you all night, Tall Saint<br/>
Stay behind me now, Tall Saint<br/>
<br/>
In my city, I didn't make a sound<br/>
When I fell over and cracked my crown<br/>
Heard a woman say<br/>
""Stay down, Champion, stay down""<br/>
<br/>
[Chorus]<br/>
Tall Saint, I'm devoted with a glass of champagne to you<br/>
Bubbles to the chandelier<br/>
I'm in your hands tonight, Tall Saint<br/>
Stay behind me now, Tall Saint<br/>
Stay behind me now, Tall Saint<br/>
<br/>
In my city, I didn't make a sound<br/>
When I fell over and cracked my crown<br/>
Heard a woman say<br/>
""Stay down, Champion, stay down""<br/>
But I got up, got in a car<br/>
Said ""I don't think I'm gonna go very far""<br/>
Just take me one time around the ballroom slow<br/>
And take me home</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Without Permission,0,"<div class=""lyrics"">
<!--sse-->
<p>Oh, well I just don't know<br/>
How you could go without permission<br/>
Cause where (well?) if you're not there<br/>
Well I just don't care for this omission<br/>
<br/>
Every moment brings me down when you're not around<br/>
But all I'm asking for is come back for just one day<br/>
<br/>
So where did you go<br/>
And do you now know how to be happy<br/>
Cause here well it's pretty clear<br/>
When you're not near me I am unhappy<br/>
<br/>
Every moment brings me down when you're not around<br/>
But all I'm asking for is come back for just one day<br/>
And make it worth the while just to see your smile<br/>
That's all I'm asking for<br/>
<br/>
Oh I've come to know<br/>
You had to go without permission<br/>
Cause it was how, how I wore you down<br/>
And how I dragged you round my sole ambition<br/>
<br/>
Every moment brings me down when you're not around<br/>
But all I'm asking for is come back for just one day<br/>
And make it worth the while just to see your smile<br/>
That's all I'm asking for, my dear</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Forever After Days Demo,0,"<div class=""lyrics"">
<!--sse-->
<p>On my feet I stand tonight<br/>
Stand and step up to the line<br/>
An extraordinary man<br/>
Unbroken in a breaking light<br/>
<br/>
Forever after days<br/>
Stand and make myself a crown<br/>
To the table I step alone<br/>
Hold my own above the ground<br/>
<br/>
Take my shot under the light<br/>
Heroes come the common way<br/>
Pull myself into the sky<br/>
Wrap me in the banner I made<br/>
<br/>
On my feet I stand tonight<br/>
Stand alone inside the air<br/>
An extraordinary man<br/>
Everything stops and holds me there<br/>
<br/>
Forever after days<br/>
Stand and make myself a crown<br/>
To the table I step alone<br/>
And hold my own above the ground<br/>
<br/>
Take my shot under the light<br/>
Heroes come the common way<br/>
Pull myself into the sky<br/>
Wrap me in the banner I made<br/>
<br/>
Forever after days<br/>
Stand and make myself a crown<br/>
To the table I step alone<br/>
And hold my own above the ground<br/>
<br/>
Take my shot under the light<br/>
Heroes come the common way<br/>
Pull myself into the sky<br/>
Wrap me in the banner I made</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Rest Of Years Demo,0,"<div class=""lyrics"">
<!--sse-->
<p>I'm keeping you in mind<br/>
For the rest of years, for the rest of years<br/>
In your watery eyes I'm gonna rest some day<br/>
In your watery eyes I'm gonna rest some day<br/>
In your watery eyes I'm gonna rest some day<br/>
In your watery eyes<br/>
Tell the saint I'm gonna be a little late<br/>
Drawing lines around the river for the rest of years<br/>
<br/>
All in time, but you fade away from<br/>
All in time, but you fade away from me<br/>
<br/>
They can't see what I can see<br/>
Tell them to wait for me<br/>
I can turn everything around<br/>
I can turn everything around<br/>
<br/>
They can't see what I can see<br/>
Tell them to wait for me<br/>
I can turn everything around<br/>
I can turn everything around<br/>
<br/>
I heard you in my sleep<br/>
For the rest of years, for the rest of years<br/>
So lonely, I'm trying to hear you<br/>
So lonely, I'm trying to hear you<br/>
So lonely, I'm trying to hear you<br/>
So lonely, I'm<br/>
<br/>
All in time, but you fade away from<br/>
All in time, but you fade away from me love<br/>
<br/>
They can't see what I can see<br/>
Tell them to wait for me<br/>
I can turn everything around<br/>
I can turn everything around<br/>
<br/>
They can't see what I can see<br/>
Tell them to wait for me<br/>
I can turn everything around<br/>
I can turn everything around<br/>
<br/>
They can't see what I can see<br/>
Tell them to wait for me<br/>
I can turn everything around<br/>
I can turn everything around<br/>
<br/>
All in time, but you fade away from<br/>
All in time, but you fade away from<br/>
All in time, but you fade away from me love</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Slow Show Demo,0,"<div class=""lyrics"">
<!--sse-->
<p>Standing at the punch table, swallowing punch<br/>
Can't pay attention to the sound of anyone<br/>
A little more scared, a little more stupid<br/>
Every minute, more unprepared<br/>
<br/>
Made a mistake in my life today<br/>
Every day I love gets lost in drawers<br/>
I want to start over, I want to be winning<br/>
Way out of the sync from the beginning<br/>
<br/>
It's easier than this, it's easier than this<br/>
Everything you say, there's water under it<br/>
<br/>
Somebody bring me the head of a love song<br/>
Somebody bring me the head of a lie<br/>
Want to be a blank slate<br/>
Want to wear a white cape<br/>
Want to tackle young girls off their beatiful boyfriends<br/>
<br/>
Looking for somewhere to stand and stay<br/>
I leaned on the wall and the wall leaned away<br/>
Can I get a minute of not being nervous<br/>
And not thinking of my dick<br/>
<br/>
My leg turns to sparkles, my leg turns to pins<br/>
I better get my shit together, better gather my shit in<br/>
You can drive a car through my head in five minutes<br/>
From one side of it to the other<br/>
<br/>
So go now, don't make me cry<br/>
Everything you say, there's water under it<br/>
It's easier than this, it's easier than this<br/>
Everything you say, there's water under it<br/>
<br/>
Gonna bring me the head of a love song<br/>
Gonna bring me the head of a love song<br/>
Gonna be a blank slate<br/>
Want to wear a white cape<br/>
Want to tackle young girls off their beautiful boyfriends<br/>
<br/>
Gonna bring me the head of a love song<br/>
Gonna bring me the head of a love song<br/>
Gonna be a blank slate<br/>
Want to wear a white cape<br/>
Don't over do it, I'll turn round<br/>
Don't over do it, I'll turn round<br/>
Don't over do it, I'll turn round<br/>
Don't over do it, I'll go now<br/>
Don't over do it</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Lucky You Daytrotter Session,0,"<div class=""lyrics"">
<!--sse-->
<p>Every time you get a drink<br/>
And every time you go to sleep<br/>
Are those dreams inside your head<br/>
Is there sunlight on your bed<br/>
And every time you're driving home<br/>
Way outside your safety zone<br/>
Wherever you will ever be<br/>
You're never getting rid of me<br/>
<br/>
You own me<br/>
There's nothing you can do<br/>
You own me<br/>
<br/>
You coulda made a safer bet<br/>
But what you break is what you get<br/>
You wake up in the bed you make<br/>
I think you made a big mistake<br/>
<br/>
You own me<br/>
There's nothing you can do<br/>
You own me<br/>
You own me<br/>
Lucky you<br/>
<br/>
You own me<br/>
There's nothing you can do<br/>
<br/>
You clean yourself to meet<br/>
The man who isn't me<br/>
You're putting on a shirt<br/>
A shirt I'll never see<br/>
The letter's in your coat<br/>
But no one's in your head<br/>
'Cause you're too smart to remember<br/>
You're too smart<br/>
<br/>
Lucky you<br/>
Lucky you<br/>
Lucky you</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Mansion On The Hill Live,0,"<div class=""lyrics"">
<!--sse-->
<p>There's a place out on the edge of town, sir<br/>
Rising above the fact'ries and the fields<br/>
Ever since I was a child, I can remember<br/>
The mansion on the hill<br/>
<br/>
In the day, you can see the children playing<br/>
On the road that leads to the gates of hardened steel<br/>
Steel gates that completely surround<br/>
The mansion on the hill<br/>
<br/>
At night, my daddy'd take me and we'd ride<br/>
Through the streets of a town so silent and still<br/>
Park on a back road along the highway side<br/>
Look up at the mansion on the hill<br/>
<br/>
In the summer, all the lights would shine<br/>
There'd be music playing, people laughing all the time<br/>
Me and my sister, we'd hide out in the tall corn fields<br/>
Sit and listen to the mansion on the hill<br/>
<br/>
Tonight, down here in Linden town<br/>
I watch the cars rushing by, home from the mill<br/>
There's a beautiful full moon rising<br/>
Above the mansion on the hill</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,Fake Empire Live,0,"<div class=""lyrics"">
<!--sse-->
<p>Stay out super late tonight<br/>
Picking apples, making pies<br/>
Put a little something in our lemonade and take it with us<br/>
We're half awake in a fake empire<br/>
We're half awake in a fake empire<br/>
<br/>
Tiptoe through our shiny city<br/>
With our diamond slippers on<br/>
Do our gay ballet on ice, bluebirds on our shoulders<br/>
We're half awake in a fake empire<br/>
We're half awake in a fake empire<br/>
<br/>
Turn the light out, say goodnight<br/>
No thinking for a little while<br/>
Let's not try to figure out everything at once<br/>
It's hard to keep track of you falling through the sky<br/>
We're half awake in a fake empire<br/>
We're half awake in a fake empire</p>
<!--/sse-->
</div>"
The National,The Virginia Ep,About Today Live,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental intro]<br/>
<br/>
[Verse 1]<br/>
Today<br/>
You were far away<br/>
And I<br/>
Didn't ask you ""Why?""<br/>
What could I say?<br/>
I was far away<br/>
You just walked away<br/>
And I just watched you<br/>
What could I say?<br/>
<br/>
[Chorus]<br/>
How close am I<br/>
To losing you?<br/>
<br/>
[Verse 2]<br/>
Tonight<br/>
You just close your eyes<br/>
And I just watch you<br/>
Slip away<br/>
<br/>
[Chorus]<br/>
How close am I<br/>
To losing you?<br/>
<br/>
[Instrumental interlude]<br/>
<br/>
[Verse 3]<br/>
Hey<br/>
Are you awake?<br/>
Yeah, I'm right here<br/>
Well, can I ask you<br/>
About today?<br/>
<br/>
[Chorus]<br/>
How close am I<br/>
To losing you?<br/>
How close am I<br/>
To losing?<br/>
<br/>
[Instrumental outro]</p>
<!--/sse-->
</div>"
The National,Alligator,Secret Meeting,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
I think this place is full of spies<br/>
I think they're onto me<br/>
Didn't anybody, didn't anybody tell you?<br/>
Didn't anybody tell you how to gracefully disappear in a room?<br/>
<br/>
[Chorus]<br/>
I know you put in the hours to keep me in sunglasses<br/>
I know<br/>
And so, and now, I'm sorry I missed you<br/>
I had a secret meeting in the basement of my brain<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way<br/>
And now, I'm sorry I missed you<br/>
I had a secret meeting in the basement of my brain<br/>
<br/>
[Verse 2]<br/>
I think this place is full of spies<br/>
I think I'm ruined<br/>
Didn't anybody, didn't anybody tell you?<br/>
Didn't anybody tell you this river's full of lost sharks?<br/>
<br/>
[Chorus]<br/>
I know you put in the hours to keep me in sunglasses<br/>
I know<br/>
And so, and now, I'm sorry I missed you<br/>
I had a secret meeting in the basement of my brain<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way<br/>
And now, I'm sorry I missed you<br/>
I had a secret meeting in the basement of my brain<br/>
<br/>
(Don’t talk an ace and fold it)<br/>
<br/>
[Outro]<br/>
And now, I'm sorry I missed you<br/>
I had a secret meeting in the basement of my brain<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way<br/>
It went the dull and wicked ordinary way</p>
<!--/sse-->
</div>"
The National,Alligator,Karen,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Karen, I'm not taking sides<br/>
I don't think I'll ever do that again<br/>
I'll end up winning and I won't know why<br/>
I'm really trying to shine here, I'm really trying<br/>
You're changing clothes and closing windows on me all the time<br/>
<br/>
[Chorus]<br/>
Well whatever you do, listen, you'd better wait for me<br/>
No I wouldn't go out alone into America<br/>
Whatever you do, listen, you'd better wait for me<br/>
No I wouldn't go out alone<br/>
<br/>
[Verse 2]<br/>
Karen, we should call your father, maybe it's just a phase<br/>
He'll know the trick to get a wayward soul to change his ways<br/>
It's a common fetish, for a doting man, to ballerina on the coffee table cock in hand<br/>
<br/>
[Chorus]<br/>
Well whatever you do, listen, you'd better wait for me<br/>
No I wouldn't go out alone into America<br/>
Whatever you do, listen, you'd better wait for me<br/>
No I wouldn't go out alone<br/>
<br/>
[Bridge]<br/>
Without warm water in my head<br/>
All I see is black and white and red<br/>
I feel mechanical and thin<br/>
Hear me play my violin again<br/>
I'm living in the target's shoes<br/>
All I see is black and white and blue<br/>
Idle, idle, idle, idle, protect the nest, protect the title<br/>
<br/>
[Verse 3]<br/>
Karen put me in a chair, fuck me and make me a drink<br/>
I lost direction and I'm past my peak<br/>
I'm telling you, this isn't me, no this isn't me<br/>
Karen believe me, you just haven't seen my good side yet<br/>
<br/>
[Chorus]<br/>
Well whatever you do, listen, you'd better wait for me<br/>
No I wouldn't go out alone into America<br/>
Whatever you do, listen, you'd better wait for me<br/>
No I wouldn't go out alone<br/>
<br/>
[Bridge]<br/>
Without warm water in my head<br/>
All I see is black and white and red<br/>
I feel mechanical and thin<br/>
Hear me play my violin again<br/>
I'm living in the target's shoes<br/>
All I see is black and white and blue<br/>
Idle, idle, idle, idle, protect the nest, protect the title<br/>
<br/>
[Coda]<br/>
I must be me, I'm in my head<br/>
Black birds are circling my bed<br/>
I must be me, I must be me<br/>
Black feathers are falling on my feet<br/>
Idle, idle, idle, idle, protect the nest, protect the title<br/>
Idle, idle, idle, idle, protect the nest, protect the title</p>
<!--/sse-->
</div>"
